Section,Class,Subclass,Section_desc,Class_desc,Subclass_desc,labels_desc,words_num
B,B42,B42P,performing operations; transporting,bookbinding; albums; files; special printed matter,"indexing scheme relating to books, filing appliances or the like",performing operations transporting bookbinding albums files special printed matter indexing scheme relating to books filing appliances or the like,19
B,B43,B43K,performing operations; transporting,writing or drawing implements; bureau accessories,"implements for writing or drawing (containers, casings or accessories for cosmetic substances, e.g. shaving soap, lipstick, make-up a45d34/00, a45d40/00)",performing operations transporting writing or drawing implements bureau accessories implements for writing or drawing containers casings or accessories for cosmetic substances e g shaving soap lipstick make up a45d34 00 a45d40 00,32
B,B43,B43L,performing operations; transporting,writing or drawing implements; bureau accessories,articles for writing or drawing upon; {writing or drawing aids;} accessories for writing or drawing (workshop equipment for marking-out work b25h7/00; teaching hand-writing or drawing g09b11/00),performing operations transporting writing or drawing implements bureau accessories articles for writing or drawing upon writing or drawing aids accessories for writing or drawing workshop equipment for marking out work b25h7 00 teaching hand writing or drawing g09b11 00,39
B,B43,B43M,performing operations; transporting,writing or drawing implements; bureau accessories,bureau accessories not otherwise provided for (stapling devices b25c5/00; devices for temporarily attaching sheets together b42f),performing operations transporting writing or drawing implements bureau accessories bureau accessories not otherwise provided for stapling devices b25c5 00 devices for temporarily attaching sheets together b42f,26
B,B44,B44B,performing operations; transporting,decorative arts,"machines, apparatus or tools for artistic work, e.g. for sculpturing, guilloching, carving, branding, inlaying (processes for producing decorative effects b44c; embossing leather c14b)",performing operations transporting decorative arts machines apparatus or tools for artistic work e g for sculpturing guilloching carving branding inlaying processes for producing decorative effects b44c embossing leather c14b,29
B,B44,B44C,performing operations; transporting,decorative arts,"producing decorative effects (processes for applying liquids or other fluent materials to surfaces, in general b05d; shaping of plastics or substances in a plastic state b29c; printing processes to produce transfer pictures b41m3/12; thermographic duplication or marking methods b41m5/00); mosaics; tarsia work (imitation of mosaic or tarsia work patterns b44f11/04); paperhanging {(labels g09f; multi-step processes for making paper labels or tags b31d1/02)}",performing operations transporting decorative arts producing decorative effects processes for applying liquids or other fluent materials to surfaces in general b05d shaping of plastics or substances in a plastic state b29c printing processes to produce transfer pictures b41m3 12 thermographic duplication or marking methods b41m5 00 mosaics tarsia work imitation of mosaic or tarsia work patterns b44f11 04 paperhanging labels g09f multi step processes for making paper labels or tags b31d1 02,72
B,B44,B44D,performing operations; transporting,decorative arts,"painting or artistic drawing, not otherwise provided for; preserving paintings; surface treatment to obtain special artistic surface effects or finishes (surface treatment in general, see the relevant places, e.g. applying liquids or other fluent materials b05)",performing operations transporting decorative arts painting or artistic drawing not otherwise provided for preserving paintings surface treatment to obtain special artistic surface effects or finishes surface treatment in general see the relevant places e g applying liquids or other fluent materials b05,42
B,B44,B44F,performing operations; transporting,decorative arts,special designs or pictures,performing operations transporting decorative arts special designs or pictures,9
B,B60,B60B,performing operations; transporting,vehicles in general,"vehicle wheels (making wheels or wheel parts by rolling b21h1/00, by forging, hammering or pressing b21k1/28); castors; axles for wheels or castors; increasing wheel adhesion",performing operations transporting vehicles in general vehicle wheels making wheels or wheel parts by rolling b21h1 00 by forging hammering or pressing b21k1 28 castors axles for wheels or castors increasing wheel adhesion,33
B,B60,B60C,performing operations; transporting,vehicles in general,vehicle tyres; tyre inflation; tyre changing; connecting valves to inflatable elastic bodies in general; devices or arrangements related to tyres,performing operations transporting vehicles in general vehicle tyres tyre inflation tyre changing connecting valves to inflatable elastic bodies in general devices or arrangements related to tyres,26
B,B60,B60D,performing operations; transporting,vehicles in general,vehicle connections (components of brake systems b60t17/04),performing operations transporting vehicles in general vehicle connections components of brake systems b60t17 04,14
B,B60,B60F,performing operations; transporting,vehicles in general,vehicles for use both on rail and on road; amphibious or like vehicles; convertible vehicles (air-cushion vehicles b60v),performing operations transporting vehicles in general vehicles for use both on rail and on road amphibious or like vehicles convertible vehicles air cushion vehicles b60v,25
B,B60,B60G,performing operations; transporting,vehicles in general,vehicle suspension arrangements (air-cushion vehicles b60v; {cycle suspensions b62k25/00}),performing operations transporting vehicles in general vehicle suspension arrangements air cushion vehicles b60v cycle suspensions b62k25 00,17
B,B60,B60H,performing operations; transporting,vehicles in general,"arrangements of heating, cooling, ventilating or other air-treating devices specially adapted for passenger or goods spaces of vehicles",performing operations transporting vehicles in general arrangements of heating cooling ventilating or other air treating devices specially adapted for passenger or goods spaces of vehicles,25
B,B60,B60J,performing operations; transporting,vehicles in general,"windows, windscreens, non-fixed roofs, doors, or similar devices for vehicles; removable external protective coverings specially adapted for vehicles (fastening, suspending, closing, or opening of such devices e05)",performing operations transporting vehicles in general windows windscreens non fixed roofs doors or similar devices for vehicles removable external protective coverings specially adapted for vehicles fastening suspending closing or opening of such devices e05,34
B,B60,B60K,performing operations; transporting,vehicles in general,"arrangement or mounting of propulsion units or of transmissions in vehicles; arrangement or mounting of plural diverse prime-movers in vehicles; auxiliary drives for vehicles; instrumentation or dashboards for vehicles; arrangements in connection with cooling, air intake, gas exhaust or fuel supply of propulsion units in vehicles",performing operations transporting vehicles in general arrangement or mounting of propulsion units or of transmissions in vehicles arrangement or mounting of plural diverse prime movers in vehicles auxiliary drives for vehicles instrumentation or dashboards for vehicles arrangements in connection with cooling air intake gas exhaust or fuel supply of propulsion units in vehicles,53
B,B60,B60L,performing operations; transporting,vehicles in general,"propulsion of electrically-propelled vehicles (arrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles b60k1/00, b60k6/20; arrangements or mounting of electrical gearing in vehicles b60k17/12, b60k17/14; preventing wheel slip by reducing power in rail vehicles b61c15/08; dynamo-electric machines h02k; control or regulation of electric motors h02p); supplying electric power for auxiliary equipment of electrically-propelled vehicles (electric coupling devices combined with mechanical couplings of vehicles b60d1/64; electric heating for vehicles b60h1/00); electrodynamic brake systems for vehicles in general (control or regulation of electric motors h02p); magnetic suspension or levitation for vehicles; monitoring operating variables of electrically-propelled vehicles; electric safety devices for electrically-propelled vehicles",performing operations transporting vehicles in general propulsion of electrically propelled vehicles arrangements or mounting of electrical propulsion units or of plural diverse prime movers for mutual or common propulsion in vehicles b60k1 00 b60k6 20 arrangements or mounting of electrical gearing in vehicles b60k17 12 b60k17 14 preventing wheel slip by reducing power in rail vehicles b61c15 08 dynamo electric machines h02k control or regulation of electric motors h02p supplying electric power for auxiliary equipment of electrically propelled vehicles electric coupling devices combined with mechanical couplings of vehicles b60d1 64 electric heating for vehicles b60h1 00 electrodynamic brake systems for vehicles in general control or regulation of electric motors h02p magnetic suspension or levitation for vehicles monitoring operating variables of electrically propelled vehicles electric safety devices for electrically propelled vehicles,130
B,B60,B60M,performing operations; transporting,vehicles in general,"power supply lines, and devices along rails, for electrically- propelled vehicles (control of points and safety arrangements along railway lines b61l; construction of rails and points in general e01b)",performing operations transporting vehicles in general power supply lines and devices along rails for electrically propelled vehicles control of points and safety arrangements along railway lines b61l construction of rails and points in general e01b,35
B,B60,B60N,performing operations; transporting,vehicles in general,seats specially adapted for vehicles; vehicle passenger accommodation not otherwise provided for,performing operations transporting vehicles in general seats specially adapted for vehicles vehicle passenger accommodation not otherwise provided for,18
B,B60,B60P,performing operations; transporting,vehicles in general,"vehicles adapted for load transportation or to transport, to carry, or to comprise special loads or objects (vehicles with special provisions for transporting patients or disabled persons, or their personal conveyances a61g3/00)",performing operations transporting vehicles in general vehicles adapted for load transportation or to transport to carry or to comprise special loads or objects vehicles with special provisions for transporting patients or disabled persons or their personal conveyances a61g3 00,39
B,B60,B60Q,performing operations; transporting,vehicles in general,"arrangement of signalling or lighting devices, the mounting or supporting thereof or circuits therefor, for vehicles in general",performing operations transporting vehicles in general arrangement of signalling or lighting devices the mounting or supporting thereof or circuits therefor for vehicles in general,24
B,B60,B60R,performing operations; transporting,vehicles in general,"vehicles, vehicle fittings, or vehicle parts, not otherwise provided for",performing operations transporting vehicles in general vehicles vehicle fittings or vehicle parts not otherwise provided for,16
B,B60,B60S,performing operations; transporting,vehicles in general,"servicing, cleaning, repairing, supporting, lifting, or manoeuvring of vehicles, not otherwise provided for",performing operations transporting vehicles in general servicing cleaning repairing supporting lifting or manoeuvring of vehicles not otherwise provided for,19
B,B60,B60T,performing operations; transporting,vehicles in general,"vehicle brake control systems or parts thereof; brake control systems or parts thereof, in general (electrodynamic brake systems for vehicle, in general b60l; brakes per se, i.e. devices where braking effect occurs, including ultimate brake actuators, f16d); arrangement of braking elements on vehicles in general; portable devices for preventing unwanted movement of vehicles; vehicle modifications to facilitate cooling of brakes",performing operations transporting vehicles in general vehicle brake control systems or parts thereof brake control systems or parts thereof in general electrodynamic brake systems for vehicle in general b60l brakes per se i e devices where braking effect occurs including ultimate brake actuators f16d arrangement of braking elements on vehicles in general portable devices for preventing unwanted movement of vehicles vehicle modifications to facilitate cooling of brakes,67
B,B60,B60V,performing operations; transporting,vehicles in general,air-cushion vehicles,performing operations transporting vehicles in general air cushion vehicles,9
B,B60,B60W,performing operations; transporting,vehicles in general,conjoint control of vehicle sub-units of different type or different function; control systems specially adapted for hybrid vehicles; road vehicle drive control systems for purposes not related to the control of a particular sub-unit,performing operations transporting vehicles in general conjoint control of vehicle sub units of different type or different function control systems specially adapted for hybrid vehicles road vehicle drive control systems for purposes not related to the control of a particular sub unit,42
B,B60,B60Y,performing operations; transporting,vehicles in general,indexing scheme relating to aspects cross-cutting vehicle technology,performing operations transporting vehicles in general indexing scheme relating to aspects cross cutting vehicle technology,15
B,B61,B61B,performing operations; transporting,railways,"railway systems; equipment therefor not otherwise provided for (lifts or hoists, elevators, escalators, moving walkways b66b)",performing operations transporting railways railway systems equipment therefor not otherwise provided for lifts or hoists elevators escalators moving walkways b66b,20
B,B61,B61C,performing operations; transporting,railways,"locomotives; motor railcars (vehicles in general b60; frames or bogies b61f; special railroad equipment for locomotives b61j, b61k)",performing operations transporting railways locomotives motor railcars vehicles in general b60 frames or bogies b61f special railroad equipment for locomotives b61j b61k,22
B,B61,B61D,performing operations; transporting,railways,body details or kinds of railway vehicles (vehicles in general b60; adaptation of vehicles to special systems b61b; underframes b61f),performing operations transporting railways body details or kinds of railway vehicles vehicles in general b60 adaptation of vehicles to special systems b61b underframes b61f,24
B,B61,B61F,performing operations; transporting,railways,"rail vehicle suspensions, e.g. underframes, bogies or arrangements of wheel axles; rail vehicles for use on tracks of different width; preventing derailing of rail vehicles; wheel guards, obstruction removers or the like for rail vehicles (for vehicles in general b60; axles or wheels b60b; vehicle tyres b60c)",performing operations transporting railways rail vehicle suspensions e g underframes bogies or arrangements of wheel axles rail vehicles for use on tracks of different width preventing derailing of rail vehicles wheel guards obstruction removers or the like for rail vehicles for vehicles in general b60 axles or wheels b60b vehicle tyres b60c,52
B,B61,B61G,performing operations; transporting,railways,couplings; draught and buffing appliances (vehicle connections in general b60d),performing operations transporting railways couplings draught and buffing appliances vehicle connections in general b60d,14
B,B61,B61H,performing operations; transporting,railways,"brakes or other retarding devices specially adapted for rail vehicles; arrangement or disposition thereof in rail vehicles (electrodynamic braking of vehicles b60l, in general h02k; arrangements in rail vehicles for adjusting wheel-braking force to meet varying vehicular or permanent-way conditions b60t8/00; transmitting braking action from initiating means to ultimate brake actuator with power assistance or drive, brake systems incorporating such transmitting means, e.g. air-pressure brake systems, b60t13/00; construction, arrangement or operation of valves incorporated in power brake systems b60t15/00; component parts, details or accessories of brake systems b60t17/00; brakes in general f16d)",performing operations transporting railways brakes or other retarding devices specially adapted for rail vehicles arrangement or disposition thereof in rail vehicles electrodynamic braking of vehicles b60l in general h02k arrangements in rail vehicles for adjusting wheel braking force to meet varying vehicular or permanent way conditions b60t8 00 transmitting braking action from initiating means to ultimate brake actuator with power assistance or drive brake systems incorporating such transmitting means e g air pressure brake systems b60t13 00 construction arrangement or operation of valves incorporated in power brake systems b60t15 00 component parts details or accessories of brake systems b60t17 00 brakes in general f16d,104
B,B61,B61J,performing operations; transporting,railways,shifting or shunting of rail vehicles (shifting vehicles in general b60s; marshalling systems b61b),performing operations transporting railways shifting or shunting of rail vehicles shifting vehicles in general b60s marshalling systems b61b,18
B,B61,B61K,performing operations; transporting,railways,"auxiliary equipment specially adapted for railways, not otherwise provided for (energy-storing brakes b61h; protection of permanent way against weather influences e01b; rail cleaning, snow ploughs e01h)",performing operations transporting railways auxiliary equipment specially adapted for railways not otherwise provided for energy storing brakes b61h protection of permanent way against weather influences e01b rail cleaning snow ploughs e01h,31
B,B61,B61L,performing operations; transporting,railways,"guiding railway traffic; ensuring the safety of railway traffic (power supply lines for electrically-propelled vehicles b60m; vehicle signalling in general b60q; brakes or auxiliary equipment b61h, b61k; point or crossing construction e01b; insulated rail joints e01b11/54; optical devices in general g02; controlling in general g05; electric communication technique h04)",performing operations transporting railways guiding railway traffic ensuring the safety of railway traffic power supply lines for electrically propelled vehicles b60 m vehicle signalling in general b60q brakes or auxiliary equipment b61h b61k point or crossing construction e01b insulated rail joints e01b11 54 optical devices in general g02 controlling in general g05 electric communication technique h04,56
B,B62,B62B,performing operations; transporting,land vehicles for travelling otherwise than on rails,"hand-propelled vehicles, e.g. hand carts or perambulators; sledges (characterised by animal propulsion b62c; propulsion of sledges by driver or engine b62m)",performing operations transporting land vehicles for travelling otherwise than on rails hand propelled vehicles e g hand carts or perambulators sledges characterised by animal propulsion b62c propulsion of sledges by driver or engine b62 m,35
B,B62,B62C,performing operations; transporting,land vehicles for travelling otherwise than on rails,vehicles drawn by animals,performing operations transporting land vehicles for travelling otherwise than on rails vehicles drawn by animals,15
B,B62,B62D,performing operations; transporting,land vehicles for travelling otherwise than on rails,"motor vehicles; trailers (steering, or guiding on a desired track, of agricultural machines or implements a01b69/00; wheels, castors, axles, increasing wheel adhesion b60b; vehicle tyres, tyre inflation or tyre changing b60c; connections between vehicles of a train or the like b60d; vehicles for use on rail and road, amphibious or convertible vehicles b60f; suspension arrangements b60g; heating, cooling, ventilating or other air treating devices b60h; windows, windscreens, non-fixed roofs, doors or similar devices, protective coverings for vehicles not in use b60j; propulsion plant arrangements, auxiliary drives, transmissions, controls, instrumentation or dashboards b60k; electric equipment or propulsion of electrically-propelled vehicles b60l; power supply for electrically-propelled vehicles b60m; passenger accommodation not otherwise provided for b60n; adaptations for load transportation or to carry special loads or objects b60p; arrangement of signalling or lighting devices, the mounting or supporting thereof or circuits therefor, for vehicles in general b60q; vehicles, vehicle fittings or vehicle parts not otherwise provided for b60r; servicing, cleaning, repairing, supporting, lifting, or manoeuvring, not otherwise provided for, b60s; brake arrangements, brake control systems or parts thereof b60t; air-cushion vehicles b60v; motor-cycles, accessories therefor b62j, b62k; testing of vehicles g01m)",performing operations transporting land vehicles for travelling otherwise than on rails motor vehicles trailers steering or guiding on a desired track of agricultural machines or implements a01b69 00 wheels castors axles increasing wheel adhesion b60b vehicle tyres tyre inflation or tyre changing b60c connections between vehicles of a train or the like b60d vehicles for use on rail and road amphibious or convertible vehicles b60f suspension arrangements b60 g heating cooling ventilating or other air treating devices b60h windows windscreens non fixed roofs doors or similar devices protective coverings for vehicles not in use b60j propulsion plant arrangements auxiliary drives transmissions controls instrumentation or dashboards b60k electric equipment or propulsion of electrically propelled vehicles b60l power supply for electrically propelled vehicles b60 m passenger accommodation not otherwise provided for b60n adaptations for load transportation or to carry special loads or objects b60p arrangement of signalling or lighting devices the mounting or supporting thereof or circuits therefor for vehicles in general b60q vehicles vehicle fittings or vehicle parts not otherwise provided for b60r servicing cleaning repairing supporting lifting or manoeuvring not otherwise provided for b60s brake arrangements brake control systems or parts thereof b60 t air cushion vehicles b60v motor cycles accessories therefor b62j b62k testing of vehicles g01 m,209
B,B62,B62H,performing operations; transporting,land vehicles for travelling otherwise than on rails,cycle stands; supports or holders for parking or storing cycles; appliances preventing or indicating unauthorized use or theft of cycles; locks integral with cycles; devices for learning to ride cycles,performing operations transporting land vehicles for travelling otherwise than on rails cycle stands supports or holders for parking or storing cycles appliances preventing or indicating unauthorized use or theft of cycles locks integral with cycles devices for learning to ride cycles,41
B,B62,B62J,performing operations; transporting,land vehicles for travelling otherwise than on rails,"cycle saddles or seats; auxiliary devices or accessories specially adapted to cycles and not otherwise provided for, e.g. article carriers or cycle protectors",performing operations transporting land vehicles for travelling otherwise than on rails cycle saddles or seats auxiliary devices or accessories specially adapted to cycles and not otherwise provided for e g article carriers or cycle protectors,35
B,B62,B62K,performing operations; transporting,land vehicles for travelling otherwise than on rails,"cycles; cycle frames; cycle steering devices; rider-operated terminal controls specially adapted for cycles; cycle axle suspensions; cycle side-cars, forecars, or the like",performing operations transporting land vehicles for travelling otherwise than on rails cycles cycle frames cycle steering devices rider operated terminal controls specially adapted for cycles cycle axle suspensions cycle side cars forecars or the like,35
B,B62,B62L,performing operations; transporting,land vehicles for travelling otherwise than on rails,brakes specially adapted for cycles {(arrangements in cycles for adjusting wheel-braking force to meet varying vehicular or ground-surface conditions b60t8/00)},performing operations transporting land vehicles for travelling otherwise than on rails brakes specially adapted for cycles arrangements in cycles for adjusting wheel braking force to meet varying vehicular or ground surface conditions b60t8 00,34
B,B62,B62M,performing operations; transporting,land vehicles for travelling otherwise than on rails,rider propulsion of wheeled vehicles or sledges; powered propulsion of sledges or {single-track} cycles; transmissions specially adapted for such vehicles (arrangements or mounting of transmissions in vehicles in general b60k; transmission elements per se f16),performing operations transporting land vehicles for travelling otherwise than on rails rider propulsion of wheeled vehicles or sledges powered propulsion of sledges or single track cycles transmissions specially adapted for such vehicles arrangements or mounting of transmissions in vehicles in general b60k transmission elements per se f16,47
B,B63,B63B,performing operations; transporting,ships or other waterborne vessels; related equipment,"ships or other waterborne vessels; equipment for shipping  (arrangements of vessel ventilation, heating, cooling, or air-conditioning b63j2/00; floating substructures as supports of dredgers or soil-shifting machines e02f9/06)",performing operations transporting ships or other waterborne vessels related equipment ships or other waterborne vessels equipment for shipping arrangements of vessel ventilation heating cooling or air conditioning b63j2 00 floating substructures as supports of dredgers or soil shifting machines e02f9 06,41
B,B63,B63C,performing operations; transporting,ships or other waterborne vessels; related equipment,"launching, hauling-out, or dry-docking of vessels; life-saving in water; equipment for dwelling or working under water; means for salvaging or searching for underwater objects (floating nets, floating slipways, or the like for recovering aircraft from the water b63b35/52)",performing operations transporting ships or other waterborne vessels related equipment launching hauling out or dry docking of vessels life saving in water equipment for dwelling or working under water means for salvaging or searching for underwater objects floating nets floating slipways or the like for recovering aircraft from the water b63b35 52,52
B,B63,B63G,performing operations; transporting,ships or other waterborne vessels; related equipment,"offensive or defensive arrangements on vessels; mine-laying; mine-sweeping; submarines; aircraft carriers (means of attack or defence in general, e.g. turrets f41h)",performing operations transporting ships or other waterborne vessels related equipment offensive or defensive arrangements on vessels mine laying mine sweeping submarines aircraft carriers means of attack or defence in general e g turrets f41h,34
B,B63,B63H,performing operations; transporting,ships or other waterborne vessels; related equipment,"marine propulsion or steering (propulsion of air-cushion vehicles b60v1/14; specially adapted for submarines, other than nuclear propulsion, b63g; specially adapted for torpedoes f42b19/00)",performing operations transporting ships or other waterborne vessels related equipment marine propulsion or steering propulsion of air cushion vehicles b60v1 14 specially adapted for submarines other than nuclear propulsion b63 g specially adapted for torpedoes f42b19 00,37
B,B63,B63J,performing operations; transporting,ships or other waterborne vessels; related equipment,auxiliaries on vessels,performing operations transporting ships or other waterborne vessels related equipment auxiliaries on vessels,13
B,B64,B64B,performing operations; transporting,aircraft; aviation; cosmonautics,lighter-than air aircraft,performing operations transporting aircraft aviation cosmonautics lighter than air aircraft,10
B,B64,B64C,performing operations; transporting,aircraft; aviation; cosmonautics,aeroplanes; helicopters (air-cushion vehicles b60v),performing operations transporting aircraft aviation cosmonautics aeroplanes helicopters air cushion vehicles b60v,12
B,B64,B64D,performing operations; transporting,aircraft; aviation; cosmonautics,equipment for fitting in or to aircraft; flying suits; parachutes; arrangements or mounting of power plants or propulsion transmissions in aircraft,performing operations transporting aircraft aviation cosmonautics equipment for fitting in or to aircraft flying suits parachutes arrangements or mounting of power plants or propulsion transmissions in aircraft,27
B,B64,B64F,performing operations; transporting,aircraft; aviation; cosmonautics,"ground or aircraft-carrier-deck installations specially adapted for use in connection with aircraft; designing, manufacturing, assembling, cleaning, maintaining or repairing aircraft, not otherwise provided for; handling, transporting, testing or inspecting aircraft components, not otherwise provided for",performing operations transporting aircraft aviation cosmonautics ground or aircraft carrier deck installations specially adapted for use in connection with aircraft designing manufacturing assembling cleaning maintaining or repairing aircraft not otherwise provided for handling transporting testing or inspecting aircraft components not otherwise provided for,43
B,B64,B64G,performing operations; transporting,aircraft; aviation; cosmonautics,"cosmonautics; vehicles or equipment therefor (apparatus for, or methods of, winning materials from extraterrestrial sources e21c51/00)",performing operations transporting aircraft aviation cosmonautics cosmonautics vehicles or equipment therefor apparatus for or methods of winning materials from extraterrestrial sources e21c51 00,23
B,B65,B65B,performing operations; transporting,conveying; packing; storing; handling thin or filamentary material,"machines, apparatus or devices for, or methods of, packaging articles or materials; unpacking (bundling and pressing devices for cigars a24c1/44; devices for tensioning and securing binders adapted to be supported by the article or articles to be bound b25b25/00; applying closure members to bottles, jars or similar containers b67b1/00-b67b6/00; concurrent cleaning, filling and closing of bottles b67c7/00; emptying bottles, jars, cans, casks, barrels or similar containers b67c9/00)",performing operations transporting conveying packing storing handling thin or filamentary material machines apparatus or devices for or methods of packaging articles or materials unpacking bundling and pressing devices for cigars a24c1 44 devices for tensioning and securing binders adapted to be supported by the article or articles to be bound b25b25 00 applying closure members to bottles jars or similar containers b67b1 00 b67b6 00 concurrent cleaning filling and closing of bottles b67c7 00 emptying bottles jars cans casks barrels or similar containers b67c9 00,85
B,B65,B65C,performing operations; transporting,conveying; packing; storing; handling thin or filamentary material,"labelling or tagging machines, apparatus, or processes (nailing or stapling in general b25c, b27f; applying labels for packaging purposes b65b; labels, name-plates g09f ){(series-printing machines b41l; containers for the storage or transport of packages b65d)}",performing operations transporting conveying packing storing handling thin or filamentary material labelling or tagging machines apparatus or processes nailing or stapling in general b25c b27f applying labels for packaging purposes b65b labels name plates g09f series printing machines b41l containers for the storage or transport of packages b65d,48
B,B65,B65D,performing operations; transporting,conveying; packing; storing; handling thin or filamentary material,"containers for storage or transport of articles or materials, e.g. bags, barrels, bottles, boxes, cans, cartons, crates, drums, jars, tanks, hoppers, forwarding containers; accessories, closures, or fittings therefor; packaging elements; packages",performing operations transporting conveying packing storing handling thin or filamentary material containers for storage or transport of articles or materials e g bags barrels bottles boxes cans cartons crates drums jars tanks hoppers forwarding containers accessories closures or fittings therefor packaging elements packages,43
B,B65,B65F,performing operations; transporting,conveying; packing; storing; handling thin or filamentary material,"gathering or removal of domestic or like refuse (disinfecting refuse a61l; refuse disintegrators b02c; sorting refuse b03b; b07b; handcarts for transporting refuse receptacles b62b; sack holders b65b67/00; converting refuse into fertilisers c05f; converting refuse into solid fuels c10l; sewers, cesspools e03f; arrangements in buildings for the disposal of refuse e04f17/10; refuse-consuming furnaces f23g; {for surgical articles a61b50/36})",performing operations transporting conveying packing storing handling thin or filamentary material gathering or removal of domestic or like refuse disinfecting refuse a61l refuse disintegrators b02c sorting refuse b03b b07b handcarts for transporting refuse receptacles b62b sack holders b65b67 00 converting refuse into fertilisers c05f converting refuse into solid fuels c10l sewers cesspools e03f arrangements in buildings for the disposal of refuse e04f17 10 refuse consuming furnaces f23 g for surgical articles a61b50 36,73
B,B65,B65G,performing operations; transporting,conveying; packing; storing; handling thin or filamentary material,"transport or storage devices, e.g. conveyors for loading or tipping, shop conveyor systems or pneumatic tube conveyors (packaging b65b; handling thin or filamentary materials, e.g. paper sheets or thread, b65h; cranes b66c; portable mobile or lifting or hauling appliances, e.g. hoists, b66d; devices for lifting or lowering goods for loading or unloading purposes, e.g. fork-lift trucks, b66f9/00; emptying bottles, jars, casks, barrels or similar containers, not otherwise provided for, b67c9/00; delivering or transferring liquids b67d; filling or discharging vessels for liquefied, solidified or compressed gases f17c; pipe-line systems for fluids f17d)",performing operations transporting conveying packing storing handling thin or filamentary material transport or storage devices e g conveyors for loading or tipping shop conveyor systems or pneumatic tube conveyors packaging b65b handling thin or filamentary materials e g paper sheets or thread b65h cranes b66c portable mobile or lifting or hauling appliances e g hoists b66d devices for lifting or lowering goods for loading or unloading purposes e g fork lift trucks b66f9 00 emptying bottles jars casks barrels or similar containers not otherwise provided for b67c9 00 delivering or transferring liquids b67d filling or discharging vessels for liquefied solidified or compressed gases f17c pipe line systems for fluids f17d,110
B,B65,B65H,performing operations; transporting,conveying; packing; storing; handling thin or filamentary material,"handling thin or filamentary material, e.g. sheets, webs, cables",performing operations transporting conveying packing storing handling thin or filamentary material handling thin or filamentary material e g sheets webs cables,21
B,B66,B66B,performing operations; transporting,hoisting; lifting; hauling,"elevators; escalators or moving walkways ({apparatus for raising or lowering persons on theatrical stages or the like a63j5/12} ; funicular railbound systems with rigid ground-supported tracks and cable traction, e.g. cliff railways, b61b9/00; arrangements of ammunition handlers in vessels b63g3/00; hoists, lifts, or conveyors for loading or unloading in general b65g; braking or detent devices controlling normal movements of winding drums or barrels b66d; ship-lifting devices e02c; garages for many vehicles with mechanical means for lifting vehicles e04h6/12; hoists for feeding ammunition or projectiles to launching apparatus or to loading mechanisms f41a9/00)",performing operations transporting hoisting lifting hauling elevators escalators or moving walkways apparatus for raising or lowering persons on theatrical stages or the like a63j5 12 funicular railbound systems with rigid ground supported tracks and cable traction e g cliff railways b61b9 00 arrangements of ammunition handlers in vessels b63g3 00 hoists lifts or conveyors for loading or unloading in general b65 g braking or detent devices controlling normal movements of winding drums or barrels b66d ship lifting devices e02c garages for many vehicles with mechanical means for lifting vehicles e04h6 12 hoists for feeding ammunition or projectiles to launching apparatus or to loading mechanisms f41a9 00,106
B,B66,B66C,performing operations; transporting,hoisting; lifting; hauling,"cranes; load-engaging elements or devices for cranes, capstans, winches, or tackles ({specially adapted for lifting invalids a61g7/10;} rope, cable, or chain winding mechanisms, braking or detent devices therefor b66d; specially adapted for nuclear reactors g21)",performing operations transporting hoisting lifting hauling cranes load engaging elements or devices for cranes capstans winches or tackles specially adapted for lifting invalids a61g7 10 rope cable or chain winding mechanisms braking or detent devices therefor b66d specially adapted for nuclear reactors g21,43
B,B66,B66D,performing operations; transporting,hoisting; lifting; hauling,"capstans; winches; tackles, e.g. pulley blocks; hoists (winding or unwinding ropes or cables for feeding or storage purposes b65h; rope or cable winding or unwinding mechanisms for lifts b66b)",performing operations transporting hoisting lifting hauling capstans winches tackles e g pulley blocks hoists winding or unwinding ropes or cables for feeding or storage purposes b65h rope or cable winding or unwinding mechanisms for lifts b66b,36
B,B66,B66F,performing operations; transporting,hoisting; lifting; hauling,"hoisting, lifting, hauling or pushing, not otherwise provided for, e.g. devices which apply a lifting or pushing force directly to the surface of a load ({invalid lifting devices a61g7/10; } mounting artificial islands on piles or like supports e02b17/00 : scaffolding combined with lifting devices e04g1/22; lifting devices for sliding forms e04g11/24; lifting of buildings e04g23/06; shores or struts e04g25/00; lifts or other hoisting devices on ladders e06c7/12; props for mining e21d15/00)",performing operations transporting hoisting lifting hauling hoisting lifting hauling or pushing not otherwise provided for e g devices which apply a lifting or pushing force directly to the surface of a load invalid lifting devices a61g7 10 mounting artificial islands on piles or like supports e02b17 00 scaffolding combined with lifting devices e04g1 22 lifting devices for sliding forms e04g11 24 lifting of buildings e04g23 06 shores or struts e04g25 00 lifts or other hoisting devices on ladders e06c7 12 props for mining e21d15 00,85
B,B67,B67B,performing operations; transporting,"opening, closing {or cleaning} bottles, jars or similar containers; liquid handling","applying closure members to bottles jars, or similar containers; opening closed containers (opening or closing devices attached to, or incorporated in, containers or container closures b65d)",performing operations transporting opening closing or cleaning bottles jars or similar containers liquid handling applying closure members to bottles jars or similar containers opening closed containers opening or closing devices attached to or incorporated in containers or container closures b65d,40
